"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.73216666666667,2.6855,2.94666666666667,2.9855,2.99783333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.73683333333333,2.69,2.93633333333333,2.97333333333333,2.99333333333333,2.99983333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7025,2.6215,2.86983333333333,2.91266666666667,2.954,2.98666666666667,2.99866666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6285,2.4845,2.74916666666667,2.8185,2.87183333333333,2.90766666666667,2.94616666666667,2.97816666666667,2.99216666666667,2.9965,2.99966666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.99283333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7315,2.6505,2.87266666666667,2.92033333333333,2.95816666666667,2.98416666666667,2.997,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.68566666666667,2.57383333333333,2.80666666666667,2.86233333333333,2.91216666666667,2.95016666666667,2.977,2.991,2.99683333333333,2.99916666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2.99166666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.63116666666667,2.47383333333333,2.72183333333333,2.76616666666667,2.78966666666667,2.79833333333333,2.80466666666667,2.81433333333333,2.8295,2.848,2.8715,2.89916666666667,2.92983333333333,2.95666666666667,2.9755,2.9865,2.99416666666667,2.9995,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.74966666666667,2.71516666666667,2.96116666666667,2.98633333333333,2.99183333333333,2.99666666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.99316666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7035,2.654,2.93533333333333,2.978,2.99716666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.63866666666667,2.50966666666667,2.76966666666667,2.80483333333333,2.83233333333333,2.86383333333333,2.89166666666667,2.90866666666667,2.92,2.93166666666667,2.94966666666667,2.96716666666667,2.9745,2.9805,2.9925,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.703,2.64,2.9055,2.94516666666667,2.9765,2.99533333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.68316666666667,2.62033333333333,2.9075,2.9505,2.97766666666667,2.99466666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.588,2.39333333333333,2.63916666666667,2.68983333333333,2.763,2.857,2.93916666666667,2.98516666666667,2.99833333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5495,2.27983333333333,2.48933333333333,2.53783333333333,2.595,2.67283333333333,2.76866666666667,2.84433333333333,2.89,2.91666666666667,2.94216666666667,2.97033333333333,2.984,2.9865,2.988,2.99233333333333,2.997,2.999,3,3,3,3,3,3,3,3,3,3
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.68733333333333,2.62483333333333,2.905,2.93633333333333,2.94916666666667,2.97233333333333,2.99433333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.60166666666667,2.417,2.65683333333333,2.70966666666667,2.75466666666667,2.776,2.78433333333333,2.79516666666667,2.8115,2.83466666666667,2.86133333333333,2.89166666666667,2.92216666666667,2.95916666666667,2.99166666666667,2.99916666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.74933333333333,2.7175,2.96716666666667,2.993,2.99966666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6915,2.65166666666667,2.95516666666667,2.99133333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.672,2.56516666666667,2.82416666666667,2.8855,2.94066666666667,2.98016666666667,2.99733333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.69566666666667,2.61566666666667,2.8775,2.93233333333333,2.96816666666667,2.986,2.998,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.71733333333333,2.6595,2.914,2.94833333333333,2.97316666666667,2.993,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.69133333333333,2.637,2.92516666666667,2.965,2.986,2.99466666666667,2.9985,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.56083333333333,2.3225,2.55616666666667,2.617,2.67466666666667,2.73166666666667,2.788,2.82666666666667,2.8595,2.88866666666667,2.91166666666667,2.934,2.9535,2.96883333333333,2.98033333333333,2.9905,2.99766666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7185,2.6735,2.9455,2.98133333333333,2.99733333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6255,2.50533333333333,2.787,2.82033333333333,2.851,2.8845,2.91183333333333,2.93316666666667,2.9505,2.97733333333333,2.998,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.62016666666667,2.45083333333333,2.69483333333333,2.7415,2.80066666666667,2.87716666666667,2.93616666666667,2.96966666666667,2.9905,2.9995,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.70483333333333,2.64716666666667,2.9135,2.95633333333333,2.97716666666667,2.98766666666667,2.99583333333333,2.99683333333333,2.99883333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7165,2.6645,2.927,2.965,2.98116666666667,2.9875,2.99316666666667,2.99783333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.66333333333333,2.582,2.87233333333333,2.92266666666667,2.96533333333333,2.992,2.99883333333333,2.99983333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.64783333333333,2.535,2.80583333333333,2.8475,2.88233333333333,2.9175,2.95016666666667,2.96583333333333,2.97933333333333,2.99316666666667,2.99966666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.65133333333333,2.551,2.836,2.89,2.93383333333333,2.96216666666667,2.981,2.99166666666667,2.99733333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.66333333333333,2.56916666666667,2.8355,2.88566666666667,2.9245,2.94733333333333,2.96633333333333,2.9805,2.99216666666667,2.998,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.63716666666667,2.4985,2.7465,2.78783333333333,2.83833333333333,2.88383333333333,2.92416666666667,2.95866666666667,2.97483333333333,2.98633333333333,2.99633333333333,2.9995,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.58083333333333,2.34916666666667,2.56116666666667,2.59483333333333,2.62533333333333,2.66633333333333,2.71766666666667,2.76,2.80116666666667,2.84933333333333,2.89866666666667,2.92866666666667,2.94083333333333,2.96566666666667,2.99,2.998,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.73383333333333,2.6845,2.93083333333333,2.96683333333333,2.98983333333333,2.99783333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.61866666666667,2.441,2.677,2.7255,2.7815,2.8555,2.93016666666667,2.98166666666667,2.99933333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.65466666666667,2.531,2.7825,2.835,2.88066666666667,2.912,2.94133333333333,2.96766666666667,2.987,2.99816666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.64733333333333,2.53666666666667,2.813,2.86266666666667,2.898,2.94033333333333,2.98216666666667,2.99633333333333,2.99916666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.691,2.56866666666667,2.783,2.8265,2.86666666666667,2.907,2.94383333333333,2.96766666666667,2.985,2.99683333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.57166666666667,2.38083333333333,2.64883333333333,2.691,2.72083333333333,2.77266666666667,2.84916666666667,2.90733333333333,2.93516666666667,2.9585,2.98066666666667,2.9905,2.99683333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.61383333333333,2.4245,2.64666666666667,2.677,2.69833333333333,2.72316666666667,2.75766666666667,2.787,2.806,2.8205,2.82533333333333,2.82983333333333,2.8355,2.84133333333333,2.85,2.85566666666667,2.86166666666667,2.86783333333333,2.872,2.87666666666667,2.884,2.89033333333333,2.89233333333333,2.89566666666667,2.9,2.90333333333333,2.912
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.632,2.50383333333333,2.78533333333333,2.83466666666667,2.8875,2.934,2.96116666666667,2.98033333333333,2.99,2.997,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.67216666666667,2.579,2.84333333333333,2.88,2.91,2.9325,2.94383333333333,2.95683333333333,2.975,2.98783333333333,2.9955,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.70083333333333,2.60516666666667,2.84233333333333,2.885,2.911,2.9405,2.979,2.9995,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6965,2.624,2.886,2.93183333333333,2.95816666666667,2.96883333333333,2.98016666666667,2.99166666666667,2.99833333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.73316666666667,2.68733333333333,2.937,2.97583333333333,2.99266666666667,2.99716666666667,2.99966666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.72766666666667,2.67833333333333,2.9305,2.96416666666667,2.98583333333333,2.99533333333333,2.998,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.72566666666667,2.6815,2.94166666666667,2.97533333333333,2.99433333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.47866666666667,2.09966666666667,2.2625,2.2845,2.30816666666667,2.339,2.3735,2.4045,2.433,2.45783333333333,2.471,2.48366666666667,2.5,2.51416666666667,2.52433333333333,2.54366666666667,2.57566666666667,2.6155,2.6625,2.721,2.7865,2.86683333333333,2.94066666666667,2.982,2.99916666666667,3,3,3,3,3
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.70833333333333,2.628,2.86833333333333,2.91716666666667,2.949,2.96516666666667,2.97883333333333,2.98916666666667,2.99783333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6685,2.5605,2.82,2.875,2.93133333333333,2.964,2.97316666666667,2.98416666666667,2.99583333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.73633333333333,2.68783333333333,2.92916666666667,2.95666666666667,2.96783333333333,2.97916666666667,2.9905,2.997,2.99983333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.68433333333333,2.57633333333333,2.80716666666667,2.85116666666667,2.88433333333333,2.9075,2.929,2.94533333333333,2.96116666666667,2.97366666666667,2.98583333333333,2.996,2.99916666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6465,2.52683333333333,2.7925,2.842,2.88783333333333,2.93016666666667,2.95733333333333,2.97183333333333,2.98483333333333,2.994,2.9985,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.50283333333333,2.14183333333333,2.297,2.345,2.3995,2.436,2.487,2.55966666666667,2.6305,2.70683333333333,2.771,2.81816666666667,2.85166666666667,2.88166666666667,2.92566666666667,2.96233333333333,2.9845,2.99583333333333,2.9995,3,3,3,3,3,3,3,3,3,3,3
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7235,2.68616666666667,2.95783333333333,2.98733333333333,2.996,2.99933333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.68183333333333,2.58366666666667,2.83416666666667,2.87716666666667,2.922,2.96166666666667,2.98883333333333,2.99966666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.99316666666667,2.99983333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.65,2.5635,2.86083333333333,2.90783333333333,2.936,2.95816666666667,2.98266666666667,2.99816666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.99333333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.69833333333333,2.63916666666667,2.91016666666667,2.9525,2.97816666666667,2.98866666666667,2.99466666666667,2.99866666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6745,2.58283333333333,2.85083333333333,2.8975,2.92716666666667,2.94833333333333,2.9665,2.9805,2.98983333333333,2.99233333333333,2.99566666666667,2.99883333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.99316666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
