Program,RingNo,Species,ColourRing,RingerCode,Ringer,RingingDate,SiteID,AgeCode,Age,SEX,Notes
REYK,15664,Fálki,,235,Skarphéðinn Þórisson,6/24/1990,3521,101,Ófleygur ungi í hreiðri,0,"Systkini 15664, 15674-15675."
REYK,16276,Fálki,,244,Nátt. (Ævar Petersen),7/30/1980,198,152,"Ófleygur ungi, í haldi, sleppt annars staðar",0,
REYK,16279,Fálki,,244,Nátt. (Ævar Petersen),7/30/1980,198,152,"Ófleygur ungi, í haldi, sleppt annars staðar",0,
REYK,16277,Fálki,,244,Nátt. (Ævar Petersen),8/14/1980,198,152,"Ófleygur ungi, í haldi, sleppt annars staðar",0,
REYK,16278,Fálki,,244,Nátt. (Ævar Petersen),8/14/1980,198,152,"Ófleygur ungi, í haldi, sleppt annars staðar",0,
REYK,16268,Fálki,,244,Nátt. (Ævar Petersen),10/22/1981,1103,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",0,"Náð á götu á  Akureyri 9.10.1981, þveginn í Rvk., sleppt í Heiðmörk."
REYK,16275,Fálki,,244,Nátt. (Ævar Petersen),11/22/1981,1112,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",M,"Náð lifandi við Siglufjörð, hafður í haldi, þveginn, sleppt."
REYK,16269,Fálki,,244,Nátt. (Ævar Petersen),9/28/1982,1115,494,"Fullvaxinn (2. ár) í haldi, sleppt annars staðar",M,"Flaug á glugga, vankaðist, hafður í haldi, sleppt á Laugarnesi."
REYK,18506,Fálki,,244,Nátt. (Ævar Petersen),10/28/1983,1520,492,"Fullvaxinn í haldi, sleppt annars staðar",0,"Fannst á flögri við Hofsós 13.9.83, særður á væng."
REYK,15651,Fálki,,244,Nátt. (Ævar Petersen),2/15/1984,542,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",F,"Fannst v/Húsatóftir, Gull, særður á fæti 19.1.1984."
REYK,18510,Fálki,,244,Nátt. (Ævar Petersen),10/12/1984,3389,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",F,"Grænlenskur fálki, settist á bát milli Ísl. og Grænlands."
REYK,15652,Fálki,,244,Nátt. (Ævar Petersen),8/29/1985,542,492,"Fullvaxinn í haldi, sleppt annars staðar",0,"Fannst grútarblautur v/Hvolsá 13.8.85, þveginn og sleppt."
REYK,17951,Fálki,,244,Nátt. (Ævar Petersen),10/23/1985,3501,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",M,"Fannst að Ási, Örlygshöfn, V-Barð. 6.10.1985."
REYK,17952,Fálki,,244,Nátt. (Ævar Petersen),10/23/1985,3501,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",F,"Fannst að Vattarnesi, Reyðarfirði, S-Múl. 29.9.1985."
REYK,17953,Fálki,,244,Nátt. (Ævar Petersen),11/8/1985,540,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",M,"Fannst að Gröf, Breiðuvík, Snæf.20.9.1985."
REYK,17954,Fálki,,244,Nátt. (Ævar Petersen),11/8/1985,540,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",F,"Fannst að Borðeyri, Hrútafjörður, Strand. 1.10.1985."
REYK,17955,Fálki,,244,Nátt. (Ævar Petersen),12/11/1985,607,400,Fullvaxinn,M,"Fundinn í Kambanesskriðum, S-Múl. 22.11.1985."
REYK,17956,Fálki,,244,Nátt. (Ævar Petersen),12/11/1985,607,400,Fullvaxinn,M,"Fundinn á Djúpavogi, S-Múl. 5.11.1985."
REYK,18076,Fálki,,244,Nátt. (Ævar Petersen),4/20/1986,935,891,"Fullvaxinn í haldi, sleppt s.st.",0,
REYK,17958,Fálki,,244,Nátt. (Ævar Petersen),7/25/1986,2004,492,"Fullvaxinn í haldi, sleppt annars staðar",0,"Fannst að Bæ, Höfðaströnd, Skag. 17.5.1986."
REYK,17959,Fálki,,244,Nátt. (Ævar Petersen),10/31/1986,540,400,Fullvaxinn,F,"Fundinn við Breiðdalsvík, S-Múl. 28.9.1986, til Rvíkur 1.10."
REYK,17960,Fálki,,244,Nátt. (Ævar Petersen),3/16/1988,3503,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",M,Grænlandsfálki (Falco rusticolus candicans)
REYK,19792,Fálki,,244,Nátt. (Ævar Petersen),1/10/1990,573,494,"Fullvaxinn (2. ár) í haldi, sleppt annars staðar",F,"Fundinn lifandi v/Lambafell, Rang, ataður fýlalýsi, þveginn, sleppt."
REYK,19793,Fálki,,244,Nátt. (Ævar Petersen),1/11/1990,573,494,"Fullvaxinn (2. ár) í haldi, sleppt annars staðar",F,"Fundinn lifandi v/Garða, V-Skaft., ataður fýlalýsi, þveginn, sleppt."
REYK,19794,Fálki,,244,Nátt. (Ævar Petersen),4/15/1990,1116,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",F,"Settist örþreyttur á togarann Sjóla, út  af Breiðaf., hressist fljótt."
REYK,17514,Fálki,,244,Nátt. (Ævar Petersen),10/13/1990,1102,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",M,"Fannst illa haldinn á Akureyri, hafður í haldi, hresstist vel, selppt."
REYK,113191,Fálki,,244,Nátt. (Ævar Petersen),9/23/1991,20,410,Fullvaxinn (1. ár),0,
REYK,17515,Fálki,,244,Nátt. (Ævar Petersen),3/31/1992,3467,470,Fullvaxinn (2. ára+),0,
REYK,112678,Fálki,,244,Nátt. (Ævar Petersen),11/20/1992,1113,410,Fullvaxinn (1. ár),F,
REYK,112679,Fálki,,244,Nátt. (Ævar Petersen),4/4/1993,1111,420,Fullvaxinn (2. ár),F,
REYK,112680,Fálki,,244,Nátt. (Ævar Petersen),10/15/1993,1111,420,Fullvaxinn (2. ár),F,
REYK,19797,Fálki,,244,Nátt. (Ævar Petersen),4/29/1994,1111,494,"Fullvaxinn (2. ár) í haldi, sleppt annars staðar",F,"Fannst v/Steintún, Bakkafirði, gat ekki flogið, þveginn í Húsdýragarði"
REYK,226751,Fálki,,247,I.K. Petersen,6/26/1981,1254,100,Ófleygur ungi,0,
REYK,226752,Fálki,,247,I.K. Petersen,6/26/1981,1254,100,Ófleygur ungi,0,
REYK,113501,Fálki,,247,I.K. Petersen,6/20/1985,2412,101,Ófleygur ungi í hreiðri,F,
REYK,15801,Fálki,,247,I.K. Petersen,6/20/1985,2412,100,Ófleygur ungi,M,
REYK,15802,Fálki,,247,I.K. Petersen,6/20/1985,2412,100,Ófleygur ungi,M,
REYK,15803,Fálki,,247,I.K. Petersen,6/21/1985,2413,100,Ófleygur ungi,M,
REYK,15804,Fálki,,247,I.K. Petersen,6/21/1985,2413,100,Ófleygur ungi,M,
REYK,113502,Fálki,,247,I.K. Petersen,6/21/1985,2413,101,Ófleygur ungi í hreiðri,F,
REYK,113503,Fálki,,247,I.K. Petersen,6/22/1985,2414,101,Ófleygur ungi í hreiðri,F,
REYK,113504,Fálki,,247,I.K. Petersen,6/22/1985,2414,101,Ófleygur ungi í hreiðri,F,
REYK,15805,Fálki,,247,I.K. Petersen,6/25/1985,1513,100,Ófleygur ungi,M,
REYK,113505,Fálki,,247,I.K. Petersen,6/26/1985,2415,101,Ófleygur ungi í hreiðri,F,
REYK,15806,Fálki,,247,I.K. Petersen,6/28/1985,3473,100,Ófleygur ungi,M,
REYK,15807,Fálki,,247,I.K. Petersen,6/28/1985,3473,100,Ófleygur ungi,M,
REYK,15808,Fálki,,247,I.K. Petersen,6/28/1985,3473,100,Ófleygur ungi,M,
REYK,15809,Fálki,,247,I.K. Petersen,6/28/1985,3473,100,Ófleygur ungi,M,
REYK,113506,Fálki,,247,I.K. Petersen,6/29/1985,2441,102,Ófleygur ungi úr hreiðri,F,
REYK,113507,Fálki,,247,I.K. Petersen,7/2/1985,74,101,Ófleygur ungi í hreiðri,F,
REYK,113508,Fálki,,247,I.K. Petersen,7/2/1985,74,101,Ófleygur ungi í hreiðri,F,
REYK,113509,Fálki,,247,I.K. Petersen,7/2/1985,74,101,Ófleygur ungi í hreiðri,F,
REYK,113512,Fálki,,247,I.K. Petersen,6/10/1986,2430,101,Ófleygur ungi í hreiðri,F,
REYK,113510,Fálki,,247,I.K. Petersen,6/10/1986,2430,101,Ófleygur ungi í hreiðri,F,
REYK,113513,Fálki,,247,I.K. Petersen,6/11/1986,2431,101,Ófleygur ungi í hreiðri,F,
REYK,15818,Fálki,,247,I.K. Petersen,6/11/1986,2431,100,Ófleygur ungi,M,
REYK,113514,Fálki,,247,I.K. Petersen,6/12/1986,2432,101,Ófleygur ungi í hreiðri,F,
REYK,113515,Fálki,,247,I.K. Petersen,6/12/1986,2432,101,Ófleygur ungi í hreiðri,F,
REYK,15819,Fálki,,247,I.K. Petersen,6/12/1986,2844,100,Ófleygur ungi,M,
REYK,113516,Fálki,,247,I.K. Petersen,6/22/1986,2433,101,Ófleygur ungi í hreiðri,F,
REYK,15820,Fálki,,247,I.K. Petersen,6/22/1986,2433,100,Ófleygur ungi,M,
REYK,15821,Fálki,,247,I.K. Petersen,6/24/1986,2434,100,Ófleygur ungi,M,
REYK,113517,Fálki,,247,I.K. Petersen,6/24/1986,2434,101,Ófleygur ungi í hreiðri,F,
REYK,113521,Fálki,,247,I.K. Petersen,6/26/1986,2435,101,Ófleygur ungi í hreiðri,F,
REYK,15822,Fálki,,247,I.K. Petersen,6/26/1986,3397,100,Ófleygur ungi,M,
REYK,15823,Fálki,,247,I.K. Petersen,6/26/1986,3397,100,Ófleygur ungi,M,
REYK,16297,Fálki,,247,I.K. Petersen,6/15/1987,3393,100,Ófleygur ungi,M,
REYK,16298,Fálki,,247,I.K. Petersen,6/15/1987,3393,100,Ófleygur ungi,M,
REYK,113519,Fálki,,247,I.K. Petersen,6/17/1987,2404,101,Ófleygur ungi í hreiðri,F,
REYK,113511,Fálki,,247,I.K. Petersen,6/17/1987,802,101,Ófleygur ungi í hreiðri,F,
REYK,113518,Fálki,,247,I.K. Petersen,6/17/1987,814,101,Ófleygur ungi í hreiðri,F,
REYK,16299,Fálki,,247,I.K. Petersen,6/17/1987,814,100,Ófleygur ungi,M,
REYK,113520,Fálki,,247,I.K. Petersen,6/21/1987,2378,101,Ófleygur ungi í hreiðri,F,
REYK,113531,Fálki,,247,I.K. Petersen,6/21/1987,2378,101,Ófleygur ungi í hreiðri,F,
REYK,15824,Fálki,,247,I.K. Petersen,6/21/1987,2378,100,Ófleygur ungi,M,
REYK,15825,Fálki,,247,I.K. Petersen,6/23/1987,807,100,Ófleygur ungi,M,
REYK,15826,Fálki,,247,I.K. Petersen,6/23/1987,807,100,Ófleygur ungi,M,
REYK,113532,Fálki,,247,I.K. Petersen,6/23/1987,835,101,Ófleygur ungi í hreiðri,F,
REYK,113533,Fálki,,247,I.K. Petersen,6/23/1987,906,101,Ófleygur ungi í hreiðri,F,
REYK,113534,Fálki,,247,I.K. Petersen,6/23/1987,906,101,Ófleygur ungi í hreiðri,F,
REYK,15827,Fálki,,247,I.K. Petersen,6/26/1987,2437,100,Ófleygur ungi,M,
REYK,15828,Fálki,,247,I.K. Petersen,6/26/1987,2437,100,Ófleygur ungi,M,
REYK,15829,Fálki,,247,I.K. Petersen,6/26/1987,2437,100,Ófleygur ungi,M,
REYK,113535,Fálki,,247,I.K. Petersen,6/26/1987,2437,101,Ófleygur ungi í hreiðri,F,
REYK,113536,Fálki,,247,I.K. Petersen,6/26/1987,2438,101,Ófleygur ungi í hreiðri,F,
REYK,15830,Fálki,,247,I.K. Petersen,6/26/1987,2438,100,Ófleygur ungi,M,
REYK,15831,Fálki,,247,I.K. Petersen,6/26/1987,2438,100,Ófleygur ungi,M,
REYK,15832,Fálki,,247,I.K. Petersen,6/28/1987,795,100,Ófleygur ungi,M,
REYK,113537,Fálki,,247,I.K. Petersen,6/28/1987,795,101,Ófleygur ungi í hreiðri,F,
REYK,113538,Fálki,,247,I.K. Petersen,6/28/1987,795,101,Ófleygur ungi í hreiðri,F,
REYK,113539,Fálki,,247,I.K. Petersen,6/15/1991,2439,101,Ófleygur ungi í hreiðri,0,
REYK,15834,Fálki,,247,I.K. Petersen,6/26/1991,2440,101,Ófleygur ungi í hreiðri,0,"Syst. 15835, 15836 & 113540"
REYK,15835,Fálki,,247,I.K. Petersen,6/26/1991,2440,101,Ófleygur ungi í hreiðri,0,"Syst. 15834, 15836 & 113540"
REYK,15836,Fálki,,247,I.K. Petersen,6/26/1991,2440,101,Ófleygur ungi í hreiðri,0,"Syst. 15834, 15835 & 113540"
REYK,15833,Fálki,,247,I.K. Petersen,6/26/1991,3420,101,Ófleygur ungi í hreiðri,0,
REYK,113540,Fálki,,247,I.K. Petersen,6/27/1991,2440,101,Ófleygur ungi í hreiðri,0,
REYK,15837,Fálki,,247,I.K. Petersen,6/27/1991,2049,101,Ófleygur ungi í hreiðri,0,Syst. 113522
REYK,113522,Fálki,,247,I.K. Petersen,6/27/1991,2049,101,Ófleygur ungi í hreiðri,0,
REYK,113523,Fálki,,247,I.K. Petersen,6/30/1991,2436,101,Ófleygur ungi í hreiðri,0,
REYK,113524,Fálki,,247,I.K. Petersen,6/30/1991,2436,101,Ófleygur ungi í hreiðri,0,
REYK,15838,Fálki,,247,I.K. Petersen,6/30/1991,2436,101,Ófleygur ungi í hreiðri,0,"Syst.  15839, 113523 og 113524"
REYK,15839,Fálki,,247,I.K. Petersen,6/30/1991,2436,101,Ófleygur ungi í hreiðri,0,"Syst.  15838, 113523 og 113524"
REYK,15948,Fálki,,248,Sverrir Thorstensen,6/17/1986,1936,101,Ófleygur ungi í hreiðri,0,
REYK,113252,Fálki,,248,Sverrir Thorstensen,6/17/1986,1936,101,Ófleygur ungi í hreiðri,0,
REYK,17659,Fálki,,248,Sverrir Thorstensen,6/28/1988,1941,101,Ófleygur ungi í hreiðri,0,
REYK,17660,Fálki,,248,Sverrir Thorstensen,6/28/1988,1941,101,Ófleygur ungi í hreiðri,0,
REYK,17661,Fálki,,248,Sverrir Thorstensen,7/1/1992,1488,101,Ófleygur ungi í hreiðri,0,
REYK,17662,Fálki,,248,Sverrir Thorstensen,7/1/1992,1488,101,Ófleygur ungi í hreiðri,0,
REYK,17663,Fálki,,248,Sverrir Thorstensen,7/1/1992,1488,101,Ófleygur ungi í hreiðri,0,
REYK,17664,Fálki,,248,Sverrir Thorstensen,5/3/1994,431,492,"Fullvaxinn í haldi, sleppt annars staðar",0,"Tekinn á Litla Árskógi 29.4.94, flaug á vegg, sleppt á Krossum 4.5.94."
REYK,115501,Fálki,,248,Sverrir Thorstensen,6/19/1994,1273,101,Ófleygur ungi í hreiðri,F,
REYK,115502,Fálki,,248,Sverrir Thorstensen,6/19/1994,1273,101,Ófleygur ungi í hreiðri,F,
REYK,118511,Fálki,,248,Sverrir Thorstensen,6/19/1994,1273,101,Ófleygur ungi í hreiðri,M,
REYK,118512,Fálki,,248,Sverrir Thorstensen,6/19/1994,1273,101,Ófleygur ungi í hreiðri,M,
REYK,115503,Fálki,,248,Sverrir Thorstensen,10/31/2000,4050,470,Fullvaxinn (2. ára+),F,Í haldi 29.-31.10.
REYK,118516,Fálki,,248,Sverrir Thorstensen,7/30/2009,973,894,"Fullvaxinn í haldi (1. ár), sleppt annars staðar",M,"Fannst mittfarinn í Ásbyrgi, ca. 2vikur í haldi. Sleppt 30.7."
REYK,113357,Fálki,,264,Guðmundur H. Stefánsson,6/21/1983,802,100,Ófleygur ungi,0,
REYK,113358,Fálki,,264,Guðmundur H. Stefánsson,6/21/1983,802,100,Ófleygur ungi,0,
REYK,114372,Fálki,,291,Halldór W. Stefánsson,7/12/1993,798,100,Ófleygur ungi,0,
REYK,114373,Fálki,,291,Halldór W. Stefánsson,7/12/1993,798,100,Ófleygur ungi,0,
REYK,114381,Fálki,,291,Halldór W. Stefánsson,6/30/1994,805,100,Ófleygur ungi,0,
REYK,19795,Fálki,,297,Brynjúlfur Brynjólfsson,11/18/1993,123,410,Fullvaxinn (1. ár),0,
REYK,118501,Fálki,,311,Sigurður Ingvarsson,6/28/1993,2428,101,Ófleygur ungi í hreiðri,0,
REYK,118502,Fálki,,311,Sigurður Ingvarsson,6/28/1993,2428,101,Ófleygur ungi í hreiðri,0,
REYK,118504,Fálki,6JZ,311,Sigurður Ingvarsson,7/1/1998,846,101,Ófleygur ungi í hreiðri,0,Stærð unga stig 5 skv. F
REYK,118505,Fálki,,311,Sigurður Ingvarsson,7/1/1998,846,101,Ófleygur ungi í hreiðri,0,
REYK,17509,Fálki,,346,Nátt. (Kristinn H. Skarph),5/29/1987,1111,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",M,"Náðist grútblautur við Stafafell, Lóni, þveginn og sleppt."
REYK,17510,Fálki,,346,Nátt. (Kristinn H. Skarph),7/22/1987,2529,493,"Fullvaxinn (1. ár) í haldi, sleppt annars staðar",F,"Náðist grútblautur við Snartarstapanúp, N-Þing., þveginn og sleppt."
REYK,19798,Fálki,,353,Aðalsteinn Ö. Snæþórsson,4/28/1999,2089,500,Fullorðinn,M,1 ungi og 3 fúlegg
REYK,19799,Fálki,,353,Aðalsteinn Ö. Snæþórsson,7/13/1999,958,101,Ófleygur ungi í hreiðri,0,
REYK,19800,Fálki,,353,Aðalsteinn Ö. Snæþórsson,7/13/1999,958,101,Ófleygur ungi í hreiðri,0,
REYK,2206,Fálki,,367,P.I.R. Maclaren,7/7/1939,699,101,Ófleygur ungi í hreiðri,0,
REYK,2207,Fálki,,367,P.I.R. Maclaren,7/7/1939,699,101,Ófleygur ungi í hreiðri,0,
REYK,2211,Fálki,,367,P.I.R. Maclaren,7/10/1939,703,101,Ófleygur ungi í hreiðri,0,
REYK,268437,Fálki,,385,Fuglaathugunarstöð SA-lands,4/16/2012,4617,420,Fullvaxinn (2. ár),0,
REYK,16274,Fálki,,389,Nátt. (Magnús Magnússon),7/21/1976,198,152,"Ófleygur ungi, í haldi, sleppt annars staðar",0,"5 ungar fundnir í tösku á Keflavíkurflugvelli, 2 drápust, 3 sleppt."
REYK,16271,Fálki,,389,Nátt. (Magnús Magnússon),7/21/1976,1112,152,"Ófleygur ungi, í haldi, sleppt annars staðar",0,"5 ungar fundnir í tösku á Keflav.flugv. 2 drápust, 3 sleppt."
REYK,16272,Fálki,,389,Nátt. (Magnús Magnússon),7/21/1976,1112,152,"Ófleygur ungi, í haldi, sleppt annars staðar",0,"5 ungar fundnir í tösku á Keflav.flugv. 2 drápust, 3 sleppt."
