Ring_No,Ringed_date,Ringed_day,Ringed_month,Ringed_year,EurAgeCode,EurAgeText,SEX
113282,6/24/1988,24,6,1988,1,Pullus,0
113283,6/25/1988,25,6,1988,1,Pullus,F
113284,6/25/1988,25,6,1988,1,Pullus,0
113285,6/25/1988,25,6,1988,1,Pullus,0
113286,6/25/1988,25,6,1988,1,Pullus,0
113287,7/9/1988,9,7,1988,1,Pullus,F
113288,7/9/1988,9,7,1988,1,Pullus,F
113289,7/9/1988,9,7,1988,1,Pullus,F
113290,7/10/1988,10,7,1988,1,Pullus,F
113291,7/10/1988,10,7,1988,1,Pullus,F
113292,7/11/1988,11,7,1988,1,Pullus,F
113293,7/14/1988,14,7,1988,1,Pullus,F
113295,6/23/1989,23,6,1989,1,Pullus,F
113296,6/23/1989,23,6,1989,1,Pullus,0
113297,6/23/1989,23,6,1989,1,Pullus,0
113298,6/24/1989,24,6,1989,1,Pullus,0
113299,6/24/1989,24,6,1989,1,Pullus,0
113300,6/24/1989,24,6,1989,1,Pullus,0
113357,6/21/1983,21,6,1983,1,Pullus,0
113358,6/21/1983,21,6,1983,1,Pullus,0
113461,6/23/1996,23,6,1996,1,Pullus,F
113462,6/23/1996,23,6,1996,1,Pullus,F
113463,6/24/1996,24,6,1996,1,Pullus,F
113464,6/24/1996,24,6,1996,1,Pullus,F
113465,6/24/1996,24,6,1996,1,Pullus,F
113466,6/24/1996,24,6,1996,1,Pullus,F
113467,6/26/1996,26,6,1996,1,Pullus,F
113468,6/27/1996,27,6,1996,1,Pullus,F
113469,6/24/1996,24,6,1996,1,Pullus,F
113470,6/27/1996,27,6,1996,1,Pullus,F
113471,6/23/1986,23,6,1986,1,Pullus,M
113472,6/23/1986,23,6,1986,1,Pullus,F
113473,6/23/1986,23,6,1986,1,Pullus,M
113474,6/23/1986,23,6,1986,1,Pullus,F
113475,6/24/1986,24,6,1986,1,Pullus,F
113476,6/24/1986,24,6,1986,1,Pullus,M
113477,6/24/1986,24,6,1986,1,Pullus,M
113478,6/27/1986,27,6,1986,1,Pullus,0
113479,6/27/1986,27,6,1986,1,Pullus,0
113480,7/3/1986,3,7,1986,1,Pullus,F
113481,7/3/1986,3,7,1986,1,Pullus,F
113482,7/3/1986,3,7,1986,1,Pullus,M
113483,5/5/1987,5,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113484,5/12/1987,12,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113485,5/14/1987,14,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113486,5/15/1987,15,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113487,5/16/1987,16,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113488,5/18/1987,18,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113489,5/19/1987,19,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113490,5/20/1987,20,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113501,6/20/1985,20,6,1985,1,Pullus,F
113502,6/21/1985,21,6,1985,1,Pullus,F
113503,6/22/1985,22,6,1985,1,Pullus,F
113504,6/22/1985,22,6,1985,1,Pullus,F
113505,6/26/1985,26,6,1985,1,Pullus,F
113506,6/29/1985,29,6,1985,1,Pullus,F
113507,7/2/1985,2,7,1985,1,Pullus,F
113508,7/2/1985,2,7,1985,1,Pullus,F
113509,7/2/1985,2,7,1985,1,Pullus,F
113510,6/10/1986,10,6,1986,1,Pullus,F
113511,6/17/1987,17,6,1987,1,Pullus,F
113512,6/10/1986,10,6,1986,1,Pullus,F
113513,6/11/1986,11,6,1986,1,Pullus,F
113514,6/12/1986,12,6,1986,1,Pullus,F
113515,6/12/1986,12,6,1986,1,Pullus,F
113516,6/22/1986,22,6,1986,1,Pullus,F
113517,6/24/1986,24,6,1986,1,Pullus,F
113518,6/17/1987,17,6,1987,1,Pullus,F
113519,6/17/1987,17,6,1987,1,Pullus,F
113520,6/21/1987,21,6,1987,1,Pullus,F
113521,6/26/1986,26,6,1986,1,Pullus,F
113522,6/27/1991,27,6,1991,1,Pullus,0
113523,6/30/1991,30,6,1991,1,Pullus,0
113524,6/30/1991,30,6,1991,1,Pullus,0
113531,6/21/1987,21,6,1987,1,Pullus,F
113532,6/23/1987,23,6,1987,1,Pullus,F
113533,6/23/1987,23,6,1987,1,Pullus,F
113534,6/23/1987,23,6,1987,1,Pullus,F
113535,6/26/1987,26,6,1987,1,Pullus,F
113536,6/26/1987,26,6,1987,1,Pullus,F
113537,6/28/1987,28,6,1987,1,Pullus,F
113538,6/28/1987,28,6,1987,1,Pullus,F
113539,6/15/1991,15,6,1991,1,Pullus,0
113540,6/27/1991,27,6,1991,1,Pullus,0
113651,5/23/1987,23,5,1987,8,Hatched 3 or more years ago - exact year unknown,F
113652,6/11/1987,11,6,1987,1,Pullus,0
113653,6/11/1987,11,6,1987,1,Pullus,0
113654,6/11/1987,11,6,1987,1,Pullus,0
113655,6/14/1987,14,6,1987,1,Pullus,0
113656,6/14/1987,14,6,1987,1,Pullus,0
113657,6/14/1987,14,6,1987,1,Pullus,0
113658,6/14/1987,14,6,1987,1,Pullus,0
113659,6/14/1987,14,6,1987,1,Pullus,0
113660,6/14/1987,14,6,1987,1,Pullus,0
113661,6/15/1987,15,6,1987,1,Pullus,0
113662,6/15/1987,15,6,1987,1,Pullus,0
113663,6/15/1987,15,6,1987,1,Pullus,0
113664,6/15/1987,15,6,1987,1,Pullus,0
113665,6/15/1987,15,6,1987,1,Pullus,0
113666,6/15/1987,15,6,1987,1,Pullus,0
113667,6/15/1987,15,6,1987,1,Pullus,0
113668,6/16/1987,16,6,1987,1,Pullus,0
113669,6/16/1987,16,6,1987,1,Pullus,0
113670,6/16/1987,16,6,1987,1,Pullus,0
113671,6/16/1987,16,6,1987,1,Pullus,0
113672,6/17/1987,17,6,1987,1,Pullus,0
113673,6/17/1987,17,6,1987,1,Pullus,0
113674,6/17/1987,17,6,1987,1,Pullus,0
113675,6/17/1987,17,6,1987,1,Pullus,0
113676,6/17/1987,17,6,1987,1,Pullus,0
113677,6/17/1987,17,6,1987,1,Pullus,0
113678,6/18/1987,18,6,1987,1,Pullus,0
113679,6/18/1987,18,6,1987,1,Pullus,0
113680,6/19/1987,19,6,1987,1,Pullus,0
113681,6/19/1987,19,6,1987,1,Pullus,0
113682,6/19/1987,19,6,1987,1,Pullus,0
113683,6/20/1987,20,6,1987,1,Pullus,0
113684,6/21/1987,21,6,1987,1,Pullus,0
113685,6/21/1987,21,6,1987,1,Pullus,0
113686,6/21/1987,21,6,1987,1,Pullus,0
113687,6/21/1987,21,6,1987,1,Pullus,0
113688,6/21/1987,21,6,1987,1,Pullus,0
113689,6/21/1987,21,6,1987,1,Pullus,0
113690,6/21/1987,21,6,1987,1,Pullus,0
113691,6/21/1987,21,6,1987,1,Pullus,0
113692,6/22/1987,22,6,1987,1,Pullus,0
113693,6/22/1987,22,6,1987,1,Pullus,0
113694,6/22/1987,22,6,1987,1,Pullus,0
113695,6/23/1987,23,6,1987,1,Pullus,0
113696,6/23/1987,23,6,1987,1,Pullus,0
113697,6/23/1987,23,6,1987,1,Pullus,0
113698,6/24/1987,24,6,1987,1,Pullus,0
113699,6/24/1987,24,6,1987,1,Pullus,0
113700,6/25/1987,25,6,1987,1,Pullus,0
113701,7/15/1990,15,7,1990,1,Pullus,F
113702,7/21/1990,21,7,1990,1,Pullus,F
113703,6/24/1991,24,6,1991,1,Pullus,0
113704,6/28/1991,28,6,1991,1,Pullus,0
113705,6/24/1991,24,6,1991,1,Pullus,0
113706,6/29/1991,29,6,1991,1,Pullus,0
113707,6/29/1991,29,6,1991,1,Pullus,0
113711,6/26/1992,26,6,1992,1,Pullus,0
113712,6/26/1992,26,6,1992,1,Pullus,0
113713,6/26/1992,26,6,1992,1,Pullus,0
113714,6/26/1992,26,6,1992,1,Pullus,0
113715,6/26/1992,26,6,1992,1,Pullus,0
113716,6/27/1992,27,6,1992,1,Pullus,0
113717,6/27/1992,27,6,1992,1,Pullus,0
113718,7/1/1992,1,7,1992,1,Pullus,0
113719,7/1/1992,1,7,1992,1,Pullus,0
113720,7/1/1992,1,7,1992,1,Pullus,0
113721,7/2/1992,2,7,1992,1,Pullus,0
113722,7/2/1992,2,7,1992,1,Pullus,0
113723,7/3/1992,3,7,1992,1,Pullus,0
113724,7/3/1992,3,7,1992,1,Pullus,0
113725,7/7/1992,7,7,1992,1,Pullus,0
114372,7/12/1993,12,7,1993,1,Pullus,0
114373,7/12/1993,12,7,1993,1,Pullus,0
114381,6/30/1994,30,6,1994,1,Pullus,0
114401,6/24/1989,24,6,1989,1,Pullus,F
114402,6/24/1989,24,6,1989,1,Pullus,F
114403,6/25/1989,25,6,1989,1,Pullus,F
114404,6/25/1989,25,6,1989,1,Pullus,F
114405,6/25/1989,25,6,1989,1,Pullus,F
114406,6/25/1989,25,6,1989,1,Pullus,F
114407,6/25/1989,25,6,1989,1,Pullus,F
114408,6/26/1989,26,6,1989,1,Pullus,F
114409,6/26/1989,26,6,1989,1,Pullus,F
114410,6/26/1989,26,6,1989,1,Pullus,F
114411,6/26/1989,26,6,1989,1,Pullus,F
114412,6/26/1989,26,6,1989,1,Pullus,F
114413,6/26/1989,26,6,1989,1,Pullus,F
114414,6/26/1989,26,6,1989,1,Pullus,F
114415,6/27/1989,27,6,1989,1,Pullus,F
114416,6/27/1989,27,6,1989,1,Pullus,F
114417,6/27/1989,27,6,1989,1,Pullus,F
114418,6/27/1989,27,6,1989,1,Pullus,F
114419,6/27/1989,27,6,1989,1,Pullus,F
114420,6/29/1989,29,6,1989,1,Pullus,F
114421,6/29/1989,29,6,1989,1,Pullus,F
114422,6/29/1989,29,6,1989,1,Pullus,F
114423,6/29/1989,29,6,1989,1,Pullus,F
114424,7/2/1989,2,7,1989,1,Pullus,F
114425,6/15/1990,15,6,1990,1,Pullus,0
114426,6/15/1990,15,6,1990,1,Pullus,0
114427,6/15/1990,15,6,1990,1,Pullus,F
114428,6/16/1990,16,6,1990,1,Pullus,0
114429,6/16/1990,16,6,1990,1,Pullus,0
114430,6/18/1990,18,6,1990,1,Pullus,0
114431,6/21/1990,21,6,1990,1,Pullus,F
114432,6/21/1990,21,6,1990,1,Pullus,F
114433,6/21/1990,21,6,1990,1,Pullus,F
114434,6/22/1990,22,6,1990,1,Pullus,0
114435,6/22/1990,22,6,1990,1,Pullus,0
114436,6/22/1990,22,6,1990,1,Pullus,0
114437,6/22/1990,22,6,1990,1,Pullus,0
114438,6/22/1990,22,6,1990,1,Pullus,0
114439,6/25/1990,25,6,1990,1,Pullus,F
114440,6/22/1990,22,6,1990,1,Pullus,0
114441,6/25/1990,25,6,1990,1,Pullus,F
114442,6/27/1990,27,6,1990,1,Pullus,0
114443,6/27/1990,27,6,1990,1,Pullus,0
114444,6/22/1991,22,6,1991,1,Pullus,0
114445,6/22/1991,22,6,1991,1,Pullus,0
114446,6/22/1991,22,6,1991,1,Pullus,0
114447,6/22/1991,22,6,1991,1,Pullus,0
114448,6/22/1991,22,6,1991,1,Pullus,0
114449,6/23/1991,23,6,1991,1,Pullus,0
114450,6/23/1991,23,6,1991,1,Pullus,0
114709,6/18/1994,18,6,1994,1,Pullus,0
114710,6/18/1994,18,6,1994,1,Pullus,0
114711,6/18/1994,18,6,1994,1,Pullus,0
114712,6/19/1994,19,6,1994,1,Pullus,0
114713,6/19/1994,19,6,1994,1,Pullus,0
114714,6/21/1994,21,6,1994,1,Pullus,0
114715,6/21/1994,21,6,1994,1,Pullus,0
114716,6/21/1994,21,6,1994,1,Pullus,0
114717,6/21/1994,21,6,1994,1,Pullus,0
114718,6/21/1994,21,6,1994,1,Pullus,0
114719,6/27/1994,27,6,1994,1,Pullus,0
114720,6/27/1994,27,6,1994,1,Pullus,0
114721,6/28/1994,28,6,1994,1,Pullus,0
114722,7/7/1994,7,7,1994,1,Pullus,0
114723,7/7/1994,7,7,1994,1,Pullus,0
114724,7/8/1994,8,7,1994,1,Pullus,0
114725,7/11/1994,11,7,1994,1,Pullus,0
114726,7/12/1994,12,7,1994,1,Pullus,0
114971,6/21/1995,21,6,1995,1,Pullus,0
114972,6/21/1995,21,6,1995,1,Pullus,0
114973,6/22/1995,22,6,1995,1,Pullus,0
114974,6/22/1995,22,6,1995,1,Pullus,0
114975,6/23/1995,23,6,1995,1,Pullus,0
114976,6/27/1995,27,6,1995,1,Pullus,0
114977,6/27/1995,27,6,1995,1,Pullus,0
114978,6/27/1995,27,6,1995,1,Pullus,0
114979,6/27/1995,27,6,1995,1,Pullus,0
114980,6/29/1995,29,6,1995,1,Pullus,0
114981,6/29/1995,29,6,1995,1,Pullus,0
114982,6/29/1995,29,6,1995,1,Pullus,0
114983,7/2/1995,2,7,1995,1,Pullus,0
114984,7/2/1995,2,7,1995,1,Pullus,0
114985,7/3/1995,3,7,1995,1,Pullus,0
114986,7/3/1995,3,7,1995,1,Pullus,0
114987,7/3/1995,3,7,1995,1,Pullus,0
114988,7/5/1995,5,7,1995,1,Pullus,0
114989,7/5/1995,5,7,1995,1,Pullus,0
114990,7/5/1995,5,7,1995,1,Pullus,0
114995,6/22/1996,22,6,1996,1,Pullus,F
114996,6/22/1996,22,6,1996,1,Pullus,F
114997,6/22/1996,22,6,1996,1,Pullus,F
114998,6/22/1996,22,6,1996,1,Pullus,F
114999,6/22/1996,22,6,1996,1,Pullus,F
115000,6/22/1996,22,6,1996,1,Pullus,F
115201,6/27/1996,27,6,1996,1,Pullus,F
115202,6/28/1996,28,6,1996,1,Pullus,F
115203,6/28/1996,28,6,1996,1,Pullus,F
115204,6/11/1997,11,6,1997,1,Pullus,0
115205,6/11/1997,11,6,1997,1,Pullus,0
115206,6/20/1997,20,6,1997,1,Pullus,0
115207,6/20/1997,20,6,1997,1,Pullus,0
115208,6/20/1997,20,6,1997,1,Pullus,0
115209,6/20/1997,20,6,1997,1,Pullus,0
115210,6/20/1997,20,6,1997,1,Pullus,0
115211,6/20/1997,20,6,1997,1,Pullus,0
115212,6/21/1997,21,6,1997,1,Pullus,0
115213,6/21/1997,21,6,1997,1,Pullus,0
115214,6/21/1997,21,6,1997,1,Pullus,0
115215,6/21/1997,21,6,1997,1,Pullus,0
115216,6/21/1997,21,6,1997,1,Pullus,0
115217,6/21/1997,21,6,1997,1,Pullus,0
115218,6/22/1997,22,6,1997,1,Pullus,0
115219,6/22/1997,22,6,1997,1,Pullus,0
115220,6/23/1997,23,6,1997,1,Pullus,0
115221,6/23/1997,23,6,1997,1,Pullus,0
115222,6/23/1997,23,6,1997,1,Pullus,0
115223,6/23/1997,23,6,1997,1,Pullus,0
115224,6/24/1997,24,6,1997,1,Pullus,0
115225,6/24/1997,24,6,1997,1,Pullus,0
115226,6/25/1997,25,6,1997,1,Pullus,0
115227,6/25/1997,25,6,1997,1,Pullus,0
115228,6/25/1997,25,6,1997,1,Pullus,0
115229,6/26/1997,26,6,1997,1,Pullus,0
115230,6/26/1997,26,6,1997,1,Pullus,0
115231,6/26/1997,26,6,1997,1,Pullus,0
115232,6/26/1997,26,6,1997,1,Pullus,0
115233,6/26/1997,26,6,1997,1,Pullus,0
115234,6/26/1997,26,6,1997,1,Pullus,0
115235,6/27/1997,27,6,1997,1,Pullus,0
115236,6/27/1997,27,6,1997,1,Pullus,0
115237,6/27/1997,27,6,1997,1,Pullus,0
115238,6/27/1997,27,6,1997,1,Pullus,0
115239,6/27/1997,27,6,1997,1,Pullus,0
115240,6/7/1998,7,6,1998,1,Pullus,0
115241,6/7/1998,7,6,1998,1,Pullus,0
115242,6/7/1998,7,6,1998,1,Pullus,0
115243,6/8/1998,8,6,1998,1,Pullus,0
115244,6/8/1998,8,6,1998,1,Pullus,0
115245,6/22/1998,22,6,1998,1,Pullus,F
115246,6/22/1998,22,6,1998,1,Pullus,F
115247,6/22/1998,22,6,1998,1,Pullus,F
115248,6/22/1998,22,6,1998,1,Pullus,F
115249,6/23/1998,23,6,1998,1,Pullus,F
115250,6/24/1998,24,6,1998,1,Pullus,F
115501,6/19/1994,19,6,1994,1,Pullus,F
115502,6/19/1994,19,6,1994,1,Pullus,F
117821,6/25/1998,25,6,1998,1,Pullus,F
117822,6/25/1998,25,6,1998,1,Pullus,F
117823,6/26/1998,26,6,1998,1,Pullus,F
117824,6/27/1998,27,6,1998,1,Pullus,F
117825,6/27/1998,27,6,1998,1,Pullus,F
117826,6/26/1998,26,6,1998,1,Pullus,F
117827,6/27/1998,27,6,1998,1,Pullus,F
117828,6/27/1998,27,6,1998,1,Pullus,0
117829,6/27/1998,27,6,1998,1,Pullus,F
117830,6/27/1998,27,6,1998,1,Pullus,M
117831,6/27/1998,27,6,1998,1,Pullus,F
117832,6/27/1998,27,6,1998,1,Pullus,M
117833,6/27/1998,27,6,1998,1,Pullus,M
117834,6/27/1998,27,6,1998,1,Pullus,M
117835,6/27/1998,27,6,1998,1,Pullus,M
117837,6/19/1999,19,6,1999,1,Pullus,F
117838,6/19/1999,19,6,1999,1,Pullus,F
117839,6/21/1999,21,6,1999,1,Pullus,F
117840,6/19/1999,19,6,1999,1,Pullus,F
117841,6/22/1999,22,6,1999,1,Pullus,F
117842,6/24/1999,24,6,1999,1,Pullus,F
117843,6/24/1999,24,6,1999,1,Pullus,F
117844,6/24/1999,24,6,1999,1,Pullus,F
