Ring_No,Ringed_date,Ringed_day,Ringed_month,Ringed_year,EurAgeCode,EurAgeText,SEX
16297,6/15/1987,15,6,1987,1,Pullus,M
16298,6/15/1987,15,6,1987,1,Pullus,M
16299,6/17/1987,17,6,1987,1,Pullus,M
17551,6/2/1982,2,6,1982,8,Hatched 3 or more years ago - exact year unknown,F
17552,6/8/1982,8,6,1982,8,Hatched 3 or more years ago - exact year unknown,F
17561,6/26/1998,26,6,1998,1,Pullus,M
17562,6/26/1998,26,6,1998,1,Pullus,M
17563,6/26/1998,26,6,1998,1,Pullus,M
17564,6/26/1998,26,6,1998,1,Pullus,M
17565,6/27/1998,27,6,1998,1,Pullus,M
17566,6/27/1998,27,6,1998,1,Pullus,M
17567,6/28/1998,28,6,1998,1,Pullus,M
17568,6/27/1998,27,6,1998,1,Pullus,M
17569,6/28/1998,28,6,1998,1,Pullus,M
17570,6/29/1998,29,6,1998,1,Pullus,M
17571,6/29/1998,29,6,1998,1,Pullus,M
17572,6/19/1999,19,6,1999,1,Pullus,M
17573,6/19/1999,19,6,1999,1,Pullus,M
17574,6/19/1999,19,6,1999,1,Pullus,M
17575,6/21/1999,21,6,1999,1,Pullus,M
17576,6/21/1999,21,6,1999,1,Pullus,M
17577,6/22/1999,22,6,1999,1,Pullus,M
17578,6/23/1999,23,6,1999,1,Pullus,M
17579,6/23/1999,23,6,1999,1,Pullus,M
17580,6/23/1999,23,6,1999,1,Pullus,M
17581,6/23/1999,23,6,1999,1,Pullus,M
17582,6/24/1999,24,6,1999,1,Pullus,M
17583,6/24/1999,24,6,1999,1,Pullus,M
17584,6/24/1999,24,6,1999,1,Pullus,M
17585,6/24/1999,24,6,1999,1,Pullus,M
17586,6/25/1999,25,6,1999,1,Pullus,M
17587,6/25/1999,25,6,1999,1,Pullus,M
17588,6/26/1999,26,6,1999,1,Pullus,M
17589,6/26/1999,26,6,1999,1,Pullus,M
17590,6/26/1999,26,6,1999,1,Pullus,M
17591,6/27/1999,27,6,1999,1,Pullus,M
17592,6/27/1999,27,6,1999,1,Pullus,M
17594,6/19/2000,19,6,2000,1,Pullus,M
17595,6/19/2000,19,6,2000,1,Pullus,M
17596,6/20/2000,20,6,2000,1,Pullus,M
17597,6/21/2000,21,6,2000,1,Pullus,M
17598,6/24/2000,24,6,2000,1,Pullus,M
17599,6/24/2000,24,6,2000,1,Pullus,M
17600,6/24/2000,24,6,2000,1,Pullus,M
17614,6/9/1982,9,6,1982,1,Pullus,M
17615,6/9/1982,9,6,1982,1,Pullus,M
17620,6/14/1982,14,6,1982,1,Pullus,M
17621,6/14/1982,14,6,1982,1,Pullus,M
17622,6/16/1982,16,6,1982,1,Pullus,M
17623,6/16/1982,16,6,1982,1,Pullus,M
17624,6/16/1982,16,6,1982,1,Pullus,M
17625,6/16/1982,16,6,1982,1,Pullus,M
17626,6/16/1982,16,6,1982,1,Pullus,M
17627,6/17/1982,17,6,1982,1,Pullus,M
17628,6/17/1982,17,6,1982,1,Pullus,M
17629,6/17/1982,17,6,1982,1,Pullus,M
17630,6/21/1982,21,6,1982,1,Pullus,M
17631,7/1/1982,1,7,1982,1,Pullus,M
17632,6/20/1982,20,6,1982,1,Pullus,M
17633,7/4/1983,4,7,1983,1,Pullus,M
17634,7/4/1983,4,7,1983,1,Pullus,M
17635,7/5/1983,5,7,1983,1,Pullus,M
17636,7/8/1983,8,7,1983,1,Pullus,M
17637,7/16/1983,16,7,1983,1,Pullus,M
17638,7/19/1983,19,7,1983,1,Pullus,M
17639,7/19/1983,19,7,1983,1,Pullus,M
17640,7/29/1983,29,7,1983,1,Pullus,M
17641,7/29/1983,29,7,1983,1,Pullus,M
17645,6/25/1984,25,6,1984,1,Pullus,M
17646,6/25/1984,25,6,1984,1,Pullus,M
17647,6/25/1984,25,6,1984,1,Pullus,M
17648,7/1/1984,1,7,1984,1,Pullus,M
17649,7/6/1984,6,7,1984,1,Pullus,M
17650,7/6/1984,6,7,1984,1,Pullus,M
17659,6/28/1988,28,6,1988,1,Pullus,0
17660,6/28/1988,28,6,1988,1,Pullus,0
17661,7/1/1992,1,7,1992,1,Pullus,0
17662,7/1/1992,1,7,1992,1,Pullus,0
17663,7/1/1992,1,7,1992,1,Pullus,0
17701,7/15/1990,15,7,1990,1,Pullus,M
17702,7/21/1990,21,7,1990,1,Pullus,M
17703,7/21/1990,21,7,1990,1,Pullus,M
17704,6/21/1991,21,6,1991,1,Pullus,0
17705,6/22/1991,22,6,1991,1,Pullus,0
17706,6/23/1991,23,6,1991,1,Pullus,0
17707,6/23/1991,23,6,1991,1,Pullus,0
17708,6/23/1991,23,6,1991,1,Pullus,0
17709,6/24/1991,24,6,1991,1,Pullus,0
17710,6/24/1991,24,6,1991,1,Pullus,0
17711,6/24/1991,24,6,1991,1,Pullus,0
17712,6/24/1991,24,6,1991,1,Pullus,0
17713,6/24/1991,24,6,1991,1,Pullus,0
17714,6/26/1991,26,6,1991,1,Pullus,0
17715,6/28/1991,28,6,1991,1,Pullus,0
17716,6/28/1991,28,6,1991,1,Pullus,0
17717,6/29/1991,29,6,1991,1,Pullus,0
17718,6/29/1991,29,6,1991,1,Pullus,0
17719,6/29/1991,29,6,1991,1,Pullus,0
17720,6/29/1991,29,6,1991,1,Pullus,0
17721,6/23/1995,23,6,1995,1,Pullus,0
17722,6/23/1995,23,6,1995,1,Pullus,0
17723,6/27/1995,27,6,1995,1,Pullus,0
17724,6/27/1995,27,6,1995,1,Pullus,0
17725,6/28/1995,28,6,1995,1,Pullus,0
17726,6/28/1995,28,6,1995,1,Pullus,0
17727,6/29/1995,29,6,1995,1,Pullus,0
17728,6/29/1995,29,6,1995,1,Pullus,0
17729,6/29/1995,29,6,1995,1,Pullus,0
17730,7/2/1995,2,7,1995,1,Pullus,0
17731,7/3/1995,3,7,1995,1,Pullus,0
17732,7/3/1995,3,7,1995,1,Pullus,0
17733,7/3/1995,3,7,1995,1,Pullus,0
17734,7/3/1995,3,7,1995,1,Pullus,0
17735,7/3/1995,3,7,1995,1,Pullus,0
17736,7/5/1995,5,7,1995,1,Pullus,0
17737,7/5/1995,5,7,1995,1,Pullus,0
17738,7/5/1995,5,7,1995,1,Pullus,0
17739,7/5/1995,5,7,1995,1,Pullus,0
17740,6/22/1996,22,6,1996,1,Pullus,M
17741,6/22/1996,22,6,1996,1,Pullus,M
17742,6/22/1996,22,6,1996,1,Pullus,M
17743,6/22/1996,22,6,1996,1,Pullus,M
17744,6/24/1996,24,6,1996,1,Pullus,M
17745,6/24/1996,24,6,1996,1,Pullus,M
17746,6/24/1996,24,6,1996,1,Pullus,M
17747,6/24/1996,24,6,1996,1,Pullus,0
17748,6/24/1996,24,6,1996,1,Pullus,M
17749,6/24/1996,24,6,1996,1,Pullus,M
17750,6/22/1996,22,6,1996,1,Pullus,M
17801,7/12/1984,12,7,1984,1,Pullus,M
17802,7/12/1984,12,7,1984,1,Pullus,M
17803,7/30/1984,30,7,1984,1,Pullus,0
17808,5/11/1985,11,5,1985,8,Hatched 3 or more years ago - exact year unknown,M
17814,6/8/1985,8,6,1985,1,Pullus,M
17815,6/9/1985,9,6,1985,1,Pullus,F
17816,6/9/1985,9,6,1985,1,Pullus,M
17817,6/9/1985,9,6,1985,1,Pullus,M
17818,6/10/1985,10,6,1985,1,Pullus,M
17819,6/11/1985,11,6,1985,1,Pullus,M
17820,6/11/1985,11,6,1985,1,Pullus,M
17821,6/13/1985,13,6,1985,1,Pullus,M
17822,6/13/1985,13,6,1985,1,Pullus,M
17823,6/13/1985,13,6,1985,1,Pullus,M
17824,6/15/1985,15,6,1985,1,Pullus,F
17825,6/15/1985,15,6,1985,1,Pullus,M
17826,6/15/1985,15,6,1985,1,Pullus,M
17827,6/17/1985,17,6,1985,1,Pullus,M
17828,6/17/1985,17,6,1985,1,Pullus,M
17829,6/18/1985,18,6,1985,1,Pullus,0
17830,6/18/1985,18,6,1985,1,Pullus,0
17831,6/18/1985,18,6,1985,1,Pullus,M
17832,6/20/1985,20,6,1985,1,Pullus,M
17833,6/22/1985,22,6,1985,1,Pullus,M
17834,6/24/1985,24,6,1985,1,Pullus,0
17835,6/24/1985,24,6,1985,1,Pullus,0
17836,6/24/1985,24,6,1985,1,Pullus,M
17837,6/24/1985,24,6,1985,1,Pullus,M
17838,6/24/1985,24,6,1985,1,Pullus,M
17839,6/25/1985,25,6,1985,1,Pullus,M
17840,6/25/1985,25,6,1985,1,Pullus,M
17841,6/26/1985,26,6,1985,1,Pullus,M
17842,6/26/1985,26,6,1985,1,Pullus,M
17843,6/27/1985,27,6,1985,1,Pullus,0
17844,6/29/1985,29,6,1985,1,Pullus,M
17845,6/29/1985,29,6,1985,1,Pullus,M
17846,6/29/1985,29,6,1985,1,Pullus,M
17847,6/29/1985,29,6,1985,1,Pullus,M
17848,6/29/1985,29,6,1985,1,Pullus,M
17849,7/1/1985,1,7,1985,1,Pullus,M
17850,7/2/1985,2,7,1985,1,Pullus,0
17851,7/2/1985,2,7,1985,1,Pullus,0
17852,7/2/1985,2,7,1985,1,Pullus,M
17853,7/2/1985,2,7,1985,1,Pullus,0
17854,6/13/1986,13,6,1986,1,Pullus,0
17855,6/21/1986,21,6,1986,1,Pullus,M
17856,5/10/1987,10,5,1987,8,Hatched 3 or more years ago - exact year unknown,M
17857,5/11/1987,11,5,1987,8,Hatched 3 or more years ago - exact year unknown,M
17858,5/22/1987,22,5,1987,8,Hatched 3 or more years ago - exact year unknown,M
17859,6/10/1987,10,6,1987,1,Pullus,0
17860,6/11/1987,11,6,1987,1,Pullus,0
17861,6/14/1987,14,6,1987,1,Pullus,0
17862,6/14/1987,14,6,1987,1,Pullus,0
17863,6/14/1987,14,6,1987,1,Pullus,0
17864,6/14/1987,14,6,1987,1,Pullus,0
17865,6/14/1987,14,6,1987,1,Pullus,0
17866,6/14/1987,14,6,1987,1,Pullus,0
17867,6/15/1987,15,6,1987,1,Pullus,0
17868,6/16/1987,16,6,1987,1,Pullus,0
17869,6/17/1987,17,6,1987,1,Pullus,0
17870,6/17/1987,17,6,1987,1,Pullus,0
17871,6/17/1987,17,6,1987,1,Pullus,0
17872,6/17/1987,17,6,1987,1,Pullus,0
17873,6/17/1987,17,6,1987,1,Pullus,0
17874,6/17/1987,17,6,1987,1,Pullus,0
17875,6/18/1987,18,6,1987,1,Pullus,0
17876,6/18/1987,18,6,1987,1,Pullus,0
17877,6/18/1987,18,6,1987,1,Pullus,0
17878,6/18/1987,18,6,1987,1,Pullus,0
17879,6/19/1987,19,6,1987,1,Pullus,0
17880,6/19/1987,19,6,1987,1,Pullus,0
17881,6/19/1987,19,6,1987,1,Pullus,0
17882,6/19/1987,19,6,1987,1,Pullus,0
17883,6/20/1987,20,6,1987,1,Pullus,0
17884,6/21/1987,21,6,1987,1,Pullus,0
17885,6/21/1987,21,6,1987,1,Pullus,0
17886,6/21/1987,21,6,1987,1,Pullus,0
17887,6/22/1987,22,6,1987,1,Pullus,0
17888,6/22/1987,22,6,1987,1,Pullus,0
17889,6/23/1987,23,6,1987,1,Pullus,0
17890,6/23/1987,23,6,1987,1,Pullus,0
17891,6/24/1987,24,6,1987,1,Pullus,0
17892,6/25/1987,25,6,1987,1,Pullus,0
17893,6/25/1987,25,6,1987,1,Pullus,0
17894,6/25/1987,25,6,1987,1,Pullus,0
17895,7/14/1987,14,7,1987,1,Pullus,0
17896,6/16/1988,16,6,1988,1,Pullus,M
17897,6/17/1988,17,6,1988,1,Pullus,M
17898,6/21/1988,21,6,1988,1,Pullus,M
17899,6/21/1988,21,6,1988,1,Pullus,M
17900,6/21/1988,21,6,1988,1,Pullus,M
17929,6/3/1984,3,6,1984,1,Pullus,F
17930,6/7/1984,7,6,1984,1,Pullus,M
17931,6/8/1984,8,6,1984,1,Pullus,M
17932,6/8/1984,8,6,1984,1,Pullus,F
17933,6/9/1984,9,6,1984,1,Pullus,M
17936,6/14/1984,14,6,1984,1,Pullus,M
17937,6/16/1984,16,6,1984,1,Pullus,M
17938,6/16/1984,16,6,1984,1,Pullus,M
17939,6/18/1984,18,6,1984,1,Pullus,M
17940,6/19/1984,19,6,1984,1,Pullus,M
17942,6/19/1984,19,6,1984,1,Pullus,M
17943,6/19/1984,19,6,1984,1,Pullus,M
17944,6/19/1984,19,6,1984,1,Pullus,M
17945,6/21/1984,21,6,1984,1,Pullus,M
17946,6/21/1984,21,6,1984,1,Pullus,M
17947,6/21/1984,21,6,1984,1,Pullus,M
17948,6/22/1984,22,6,1984,1,Pullus,M
17961,6/27/2004,27,6,2004,1,Pullus,M
17963,6/21/2005,21,6,2005,1,Pullus,M
17964,6/21/2005,21,6,2005,1,Pullus,M
17965,6/21/2005,21,6,2005,1,Pullus,0
17966,6/21/2005,21,6,2005,1,Pullus,M
17967,6/21/2005,21,6,2005,1,Pullus,M
17968,6/21/2005,21,6,2005,1,Pullus,M
17969,6/22/2005,22,6,2005,1,Pullus,M
17970,6/22/2005,22,6,2005,1,Pullus,M
17971,6/22/2005,22,6,2005,1,Pullus,M
17972,6/22/2005,22,6,2005,1,Pullus,M
17973,6/24/2005,24,6,2005,1,Pullus,M
17974,6/25/2005,25,6,2005,1,Pullus,M
17975,6/29/2005,29,6,2005,1,Pullus,M
17976,6/29/2005,29,6,2005,1,Pullus,M
17977,6/30/2005,30,6,2005,1,Pullus,M
17978,6/30/2005,30,6,2005,1,Pullus,M
17979,6/21/2006,21,6,2006,1,Pullus,M
17980,6/25/2006,25,6,2006,1,Pullus,M
17983,6/19/2007,19,6,2007,1,Pullus,0
17984,6/19/2007,19,6,2007,1,Pullus,0
17985,6/19/2007,19,6,2007,1,Pullus,M
17986,6/19/2007,19,6,2007,1,Pullus,M
17987,6/19/2007,19,6,2007,1,Pullus,0
17988,6/20/2007,20,6,2007,1,Pullus,M
17989,6/20/2007,20,6,2007,1,Pullus,M
17990,6/20/2007,20,6,2007,1,Pullus,M
17991,6/21/2007,21,6,2007,1,Pullus,M
17992,6/21/2007,21,6,2007,1,Pullus,M
17993,6/22/2007,22,6,2007,1,Pullus,M
17994,6/24/2007,24,6,2007,1,Pullus,M
17995,6/24/2007,24,6,2007,1,Pullus,M
17996,6/25/2007,25,6,2007,1,Pullus,M
17997,6/25/2007,25,6,2007,1,Pullus,M
17998,6/25/2007,25,6,2007,1,Pullus,M
17999,6/25/2007,25,6,2007,1,Pullus,M
18000,6/25/2007,25,6,2007,1,Pullus,M
18001,6/20/1990,20,6,1990,1,Pullus,M
18002,6/20/1990,20,6,1990,1,Pullus,M
18003,6/21/1990,21,6,1990,1,Pullus,0
18004,6/21/1990,21,6,1990,1,Pullus,0
18005,6/21/1990,21,6,1990,1,Pullus,M
18006,6/22/1990,22,6,1990,1,Pullus,0
18007,6/26/1990,26,6,1990,1,Pullus,0
18008,6/26/1990,26,6,1990,1,Pullus,0
18009,6/26/1990,26,6,1990,1,Pullus,0
18010,6/26/1990,26,6,1990,1,Pullus,0
18011,6/27/1990,27,6,1990,1,Pullus,0
18012,6/27/1990,27,6,1990,1,Pullus,0
18013,6/26/1992,26,6,1992,1,Pullus,0
18014,6/26/1992,26,6,1992,1,Pullus,0
18015,6/26/1992,26,6,1992,1,Pullus,0
18016,6/26/1992,26,6,1992,1,Pullus,0
18017,6/26/1992,26,6,1992,1,Pullus,0
18018,6/26/1992,26,6,1992,1,Pullus,0
18019,6/27/1992,27,6,1992,1,Pullus,0
18020,6/27/1992,27,6,1992,1,Pullus,0
18021,6/30/1992,30,6,1992,1,Pullus,0
18022,7/1/1992,1,7,1992,1,Pullus,0
18023,7/1/1992,1,7,1992,1,Pullus,0
18024,7/2/1992,2,7,1992,1,Pullus,0
18025,7/2/1992,2,7,1992,1,Pullus,0
18026,7/2/1992,2,7,1992,1,Pullus,0
18027,7/7/1992,7,7,1992,1,Pullus,0
18028,7/7/1992,7,7,1992,1,Pullus,0
18029,6/18/1994,18,6,1994,1,Pullus,0
18030,6/19/1994,19,6,1994,1,Pullus,0
18031,6/19/1994,19,6,1994,1,Pullus,0
18032,6/21/1994,21,6,1994,1,Pullus,0
18033,6/21/1994,21,6,1994,1,Pullus,0
18034,6/21/1994,21,6,1994,1,Pullus,0
18035,6/27/1994,27,6,1994,1,Pullus,0
18036,6/28/1994,28,6,1994,1,Pullus,0
18037,7/7/1994,7,7,1994,1,Pullus,0
18038,7/7/1994,7,7,1994,1,Pullus,0
18039,7/8/1994,8,7,1994,1,Pullus,0
18040,7/8/1994,8,7,1994,1,Pullus,0
18041,7/11/1994,11,7,1994,1,Pullus,0
18042,7/11/1994,11,7,1994,1,Pullus,0
18043,7/12/1994,12,7,1994,1,Pullus,0
18045,6/21/1995,21,6,1995,1,Pullus,0
18046,6/21/1995,21,6,1995,1,Pullus,0
18047,6/22/1995,22,6,1995,1,Pullus,0
18048,6/22/1995,22,6,1995,1,Pullus,0
18049,6/23/1995,23,6,1995,1,Pullus,0
18050,6/23/1995,23,6,1995,1,Pullus,0
19799,7/13/1999,13,7,1999,1,Pullus,0
19800,7/13/1999,13,7,1999,1,Pullus,0
110101,6/7/1978,7,6,1978,1,Pullus,0
110102,6/7/1978,7,6,1978,1,Pullus,0
110103,6/9/1978,9,6,1978,1,Pullus,0
110104,6/9/1978,9,6,1978,1,Pullus,0
110105,7/1/1980,1,7,1980,1,Pullus,0
110106,7/1/1980,1,7,1980,1,Pullus,0
110107,6/19/1984,19,6,1984,1,Pullus,F
110108,6/19/1984,19,6,1984,1,Pullus,F
110109,6/21/1984,21,6,1984,1,Pullus,F
110110,6/22/1984,22,6,1984,1,Pullus,F
110111,6/22/1984,22,6,1984,1,Pullus,F
110112,6/26/1984,26,6,1984,1,Pullus,F
110113,7/1/1984,1,7,1984,1,Pullus,F
110114,7/11/1984,11,7,1984,1,Pullus,F
110115,7/12/1984,12,7,1984,1,Pullus,F
110116,7/12/1984,12,7,1984,1,Pullus,F
110117,5/13/1985,13,5,1985,8,Hatched 3 or more years ago - exact year unknown,F
110118,5/14/1985,14,5,1985,8,Hatched 3 or more years ago - exact year unknown,F
110119,5/16/1985,16,5,1985,8,Hatched 3 or more years ago - exact year unknown,F
110120,6/8/1985,8,6,1985,1,Pullus,F
110121,6/8/1985,8,6,1985,1,Pullus,F
110122,6/9/1985,9,6,1985,1,Pullus,F
110123,6/9/1985,9,6,1985,1,Pullus,M
110124,6/9/1985,9,6,1985,1,Pullus,M
110125,6/9/1985,9,6,1985,1,Pullus,M
110126,6/9/1985,9,6,1985,1,Pullus,F
110127,6/9/1985,9,6,1985,1,Pullus,F
110128,6/10/1985,10,6,1985,1,Pullus,F
110129,6/10/1985,10,6,1985,1,Pullus,M
110130,6/11/1985,11,6,1985,1,Pullus,F
110137,6/25/2002,25,6,2002,1,Pullus,F
110138,6/25/2002,25,6,2002,1,Pullus,M
110139,6/25/2002,25,6,2002,1,Pullus,M
110140,6/25/2002,25,6,2002,1,Pullus,M
110153,6/9/1981,9,6,1981,1,Pullus,F
110154,6/9/1981,9,6,1981,1,Pullus,M
110155,6/9/1981,9,6,1981,1,Pullus,M
110156,6/10/1981,10,6,1981,1,Pullus,M
110157,6/10/1981,10,6,1981,1,Pullus,M
110158,6/10/1981,10,6,1981,1,Pullus,M
110159,6/10/1981,10,6,1981,1,Pullus,F
110160,6/11/1981,11,6,1981,1,Pullus,M
110161,6/11/1981,11,6,1981,1,Pullus,F
110162,6/11/1981,11,6,1981,1,Pullus,M
110163,6/11/1981,11,6,1981,1,Pullus,M
110164,6/11/1981,11,6,1981,8,Hatched 3 or more years ago - exact year unknown,F
110165,6/11/1981,11,6,1981,1,Pullus,F
110166,6/11/1981,11,6,1981,1,Pullus,M
110167,6/11/1981,11,6,1981,1,Pullus,F
110168,6/11/1981,11,6,1981,1,Pullus,F
110169,6/11/1981,11,6,1981,1,Pullus,M
110170,6/11/1981,11,6,1981,1,Pullus,F
110171,6/13/1981,13,6,1981,1,Pullus,M
110172,6/13/1981,13,6,1981,1,Pullus,M
110173,6/13/1981,13,6,1981,1,Pullus,F
110174,6/13/1981,13,6,1981,1,Pullus,F
110175,6/13/1981,13,6,1981,1,Pullus,F
110176,6/13/1981,13,6,1981,1,Pullus,M
110177,6/16/1981,16,6,1981,1,Pullus,M
110178,6/16/1981,16,6,1981,1,Pullus,F
110179,6/16/1981,16,6,1981,1,Pullus,M
110184,6/17/1981,17,6,1981,1,Pullus,F
110185,6/17/1981,17,6,1981,1,Pullus,F
110186,6/22/1981,22,6,1981,1,Pullus,F
110187,6/22/1981,22,6,1981,1,Pullus,F
110188,6/22/1981,22,6,1981,1,Pullus,F
110189,6/24/1981,24,6,1981,1,Pullus,F
110190,6/29/1981,29,6,1981,1,Pullus,M
110191,6/29/1981,29,6,1981,1,Pullus,F
110192,6/29/1981,29,6,1981,1,Pullus,F
110193,7/1/1981,1,7,1981,1,Pullus,M
110194,7/1/1981,1,7,1981,1,Pullus,M
110195,7/1/1981,1,7,1981,1,Pullus,F
112501,6/8/1982,8,6,1982,1,Pullus,F
112502,6/8/1982,8,6,1982,1,Pullus,M
112503,6/8/1982,8,6,1982,1,Pullus,F
112504,6/8/1982,8,6,1982,1,Pullus,M
112505,6/9/1982,9,6,1982,1,Pullus,F
112506,6/13/1982,13,6,1982,1,Pullus,F
112507,6/13/1982,13,6,1982,1,Pullus,F
112508,6/13/1982,13,6,1982,1,Pullus,F
112509,6/13/1982,13,6,1982,1,Pullus,F
112510,6/14/1982,14,6,1982,1,Pullus,F
112511,6/14/1982,14,6,1982,1,Pullus,F
112512,6/16/1982,16,6,1982,1,Pullus,F
112513,6/16/1982,16,6,1982,1,Pullus,F
112514,6/16/1982,16,6,1982,1,Pullus,F
112515,6/17/1982,17,6,1982,1,Pullus,F
112516,6/17/1982,17,6,1982,1,Pullus,F
112517,6/17/1982,17,6,1982,1,Pullus,F
112518,6/17/1982,17,6,1982,1,Pullus,F
112519,6/17/1982,17,6,1982,1,Pullus,F
112520,6/21/1982,21,6,1982,1,Pullus,F
112521,6/21/1982,21,6,1982,1,Pullus,F
112522,6/30/1982,30,6,1982,1,Pullus,F
112523,6/30/1982,30,6,1982,1,Pullus,F
112524,7/1/1982,1,7,1982,1,Pullus,F
112525,7/1/1982,1,7,1982,1,Pullus,F
112526,7/1/1982,1,7,1982,1,Pullus,F
112527,7/6/1982,6,7,1982,1,Pullus,F
112528,6/21/1983,21,6,1983,8,Hatched 3 or more years ago - exact year unknown,F
112529,6/30/1983,30,6,1983,1,Pullus,0
112530,7/2/1983,2,7,1983,1,Pullus,F
112531,7/4/1983,4,7,1983,1,Pullus,F
112532,7/4/1983,4,7,1983,1,Pullus,F
112533,7/5/1983,5,7,1983,1,Pullus,F
112534,7/5/1983,5,7,1983,1,Pullus,F
112535,7/8/1983,8,7,1983,1,Pullus,F
112536,7/8/1983,8,7,1983,1,Pullus,F
112537,7/16/1983,16,7,1983,1,Pullus,F
112538,7/16/1983,16,7,1983,1,Pullus,F
112540,6/3/1984,3,6,1984,1,Pullus,M
112541,6/3/1984,3,6,1984,1,Pullus,F
112542,6/7/1984,7,6,1984,1,Pullus,F
112543,6/7/1984,7,6,1984,1,Pullus,F
112544,6/8/1984,8,6,1984,1,Pullus,F
112545,6/9/1984,9,6,1984,1,Pullus,F
112546,6/9/1984,9,6,1984,1,Pullus,F
112547,6/9/1984,9,6,1984,1,Pullus,M
112548,6/14/1984,14,6,1984,1,Pullus,F
112549,6/14/1984,14,6,1984,1,Pullus,M
112550,6/18/1984,18,6,1984,1,Pullus,F
112551,6/11/1985,11,6,1985,1,Pullus,F
112552,6/13/1985,13,6,1985,1,Pullus,F
112553,6/15/1985,15,6,1985,1,Pullus,F
112554,6/15/1985,15,6,1985,1,Pullus,F
112555,6/17/1985,17,6,1985,1,Pullus,F
112556,6/18/1985,18,6,1985,1,Pullus,0
112557,6/18/1985,18,6,1985,1,Pullus,F
112558,6/18/1985,18,6,1985,1,Pullus,M
112559,6/18/1985,18,6,1985,1,Pullus,M
112560,6/24/1985,24,6,1985,1,Pullus,0
112561,6/24/1985,24,6,1985,1,Pullus,0
112562,6/24/1985,24,6,1985,1,Pullus,F
112563,6/24/1985,24,6,1985,1,Pullus,F
112564,6/24/1985,24,6,1985,1,Pullus,F
112565,6/25/1985,25,6,1985,1,Pullus,F
112566,6/25/1985,25,6,1985,1,Pullus,F
112567,6/25/1985,25,6,1985,1,Pullus,F
112568,6/25/1985,25,6,1985,1,Pullus,F
112569,6/25/1985,25,6,1985,1,Pullus,F
112570,6/26/1985,26,6,1985,1,Pullus,F
112571,6/26/1985,26,6,1985,1,Pullus,F
112572,6/27/1985,27,6,1985,1,Pullus,0
112573,6/27/1985,27,6,1985,1,Pullus,0
112574,7/2/1985,2,7,1985,1,Pullus,0
112575,6/29/1985,29,6,1985,1,Pullus,0
112576,6/29/1985,29,6,1985,1,Pullus,0
112577,6/29/1985,29,6,1985,1,Pullus,F
112578,7/2/1985,2,7,1985,1,Pullus,F
112579,7/2/1985,2,7,1985,1,Pullus,F
112580,7/8/1985,8,7,1985,1,Pullus,F
112581,7/7/1985,7,7,1985,1,Pullus,F
112582,7/8/1985,8,7,1985,1,Pullus,F
112583,7/8/1985,8,7,1985,1,Pullus,0
112584,7/8/1985,8,7,1985,1,Pullus,0
112585,6/10/1986,10,6,1986,1,Pullus,0
112586,6/10/1986,10,6,1986,1,Pullus,0
112587,6/10/1986,10,6,1986,1,Pullus,0
112588,6/10/1986,10,6,1986,1,Pullus,0
112589,6/12/1986,12,6,1986,1,Pullus,0
112590,6/12/1986,12,6,1986,1,Pullus,0
112591,6/12/1986,12,6,1986,1,Pullus,0
112592,6/13/1986,13,6,1986,1,Pullus,0
112593,6/13/1986,13,6,1986,1,Pullus,0
112594,6/13/1986,13,6,1986,1,Pullus,0
112595,6/13/1986,13,6,1986,1,Pullus,0
112596,6/13/1986,13,6,1986,1,Pullus,0
112597,6/14/1986,14,6,1986,1,Pullus,0
112598,6/14/1986,14,6,1986,1,Pullus,0
112599,6/14/1986,14,6,1986,1,Pullus,0
112600,6/14/1986,14,6,1986,1,Pullus,0
113252,6/17/1986,17,6,1986,1,Pullus,0
113253,6/25/1987,25,6,1987,1,Pullus,0
113254,6/25/1987,25,6,1987,1,Pullus,0
113255,6/25/1987,25,6,1987,1,Pullus,0
113256,5/2/1988,2,5,1988,8,Hatched 3 or more years ago - exact year unknown,F
113257,5/11/1988,11,5,1988,8,Hatched 3 or more years ago - exact year unknown,F
113258,5/13/1988,13,5,1988,8,Hatched 3 or more years ago - exact year unknown,F
113259,5/21/1988,21,5,1988,8,Hatched 3 or more years ago - exact year unknown,F
113260,6/16/1988,16,6,1988,1,Pullus,0
113261,6/16/1988,16,6,1988,1,Pullus,0
113262,6/16/1988,16,6,1988,1,Pullus,0
113263,6/16/1988,16,6,1988,1,Pullus,0
113264,6/17/1988,17,6,1988,1,Pullus,0
113265,6/17/1988,17,6,1988,1,Pullus,0
113266,6/20/1988,20,6,1988,1,Pullus,0
113267,6/20/1988,20,6,1988,1,Pullus,0
113268,6/20/1988,20,6,1988,1,Pullus,0
113269,6/20/1988,20,6,1988,1,Pullus,0
113270,6/20/1988,20,6,1988,1,Pullus,F
113271,6/21/1988,21,6,1988,1,Pullus,F
113272,6/21/1988,21,6,1988,1,Pullus,F
113273,6/22/1988,22,6,1988,1,Pullus,F
113274,6/22/1988,22,6,1988,1,Pullus,F
113275,6/22/1988,22,6,1988,1,Pullus,F
113276,6/22/1988,22,6,1988,1,Pullus,F
113277,6/22/1988,22,6,1988,1,Pullus,F
113278,6/22/1988,22,6,1988,1,Pullus,F
113279,6/23/1988,23,6,1988,1,Pullus,F
113280,6/23/1988,23,6,1988,1,Pullus,F
113281,6/24/1988,24,6,1988,1,Pullus,0
